property_id,address,neighbourhood,ward,assessed_value,garage,latitude,longitude,lot_size_sf,total_living_area_sf,year_built,land_value,improvement_value,bedrooms,bathrooms,basement,property_type,property_use,building_age,price_per_sqft,land_to_building_ratio,annual_tax
10006982,"Suite 510, 10134 100 STREET NW Edmonton, AB",DOWNTOWN,O-day'min Ward,195500,N,53.54197355,-113.4908939,4.84,113,1993,68425,127075,2,1,Finished,Duplex,Residential,32,1730.088496,0.042831858,2346
10006983,"Suite 511, 10134 100 STREET NW Edmonton, AB",DOWNTOWN,O-day'min Ward,161000,N,53.54197355,-113.4908939,4.84,113,1993,56350,104650,2,1,Unfinished,Single Family Home,Residential,32,1424.778761,0.042831858,1932
10006984,"Suite 601, 10134 100 STREET NW Edmonton, AB",DOWNTOWN,O-day'min Ward,137000,N,53.54197355,-113.4908939,4.84,113,1993,47950,89050,2,1,Partially Finished,Condominium,Residential,32,1212.389381,0.042831858,1644
10006985,"Suite 602, 10134 100 STREET NW Edmonton, AB",DOWNTOWN,O-day'min Ward,174500,N,53.54197355,-113.4908939,4.84,113,1993,61075,113425,2,1,Partially Finished,Single Family Home,Residential,32,1544.247788,0.042831858,2094
10006986,"Suite 603, 10134 100 STREET NW Edmonton, AB",DOWNTOWN,O-day'min Ward,146000,N,53.54197355,-113.4908939,4.84,113,1993,51100,94900,2,1,Partially Finished,Condominium,Residential,32,1292.035398,0.042831858,1752
10006987,"Suite 604, 10134 100 STREET NW Edmonton, AB",DOWNTOWN,O-day'min Ward,134500,N,53.54197355,-113.4908939,4.84,113,1993,47075,87425,2,1,Unfinished,Row Housing,Rental Property,32,1190.265487,0.042831858,1614
10006988,"Suite 605, 10134 100 STREET NW Edmonton, AB",DOWNTOWN,O-day'min Ward,148000,N,53.54197355,-113.4908939,4.84,113,1993,51800,96200,2,1,Partially Finished,Row Housing,Residential,32,1309.734513,0.042831858,1776
10006989,"Suite 606, 10134 100 STREET NW Edmonton, AB",DOWNTOWN,O-day'min Ward,150500,N,53.54197355,-113.4908939,4.84,113,1993,52675,97825,2,1,Unfinished,Single Family Home,Residential,32,1331.858407,0.042831858,1806
10006990,"Suite 607, 10134 100 STREET NW Edmonton, AB",DOWNTOWN,O-day'min Ward,164500,N,53.54197355,-113.4908939,4.84,113,1993,57575,106925,2,1,Unfinished,Condominium,Residential,32,1455.752212,0.042831858,1974
10006991,"Suite 608, 10134 100 STREET NW Edmonton, AB",DOWNTOWN,O-day'min Ward,148500,N,53.54197355,-113.4908939,4.84,113,1993,51975,96525,2,1,Finished,Single Family Home,Investment Property,32,1314.159292,0.042831858,1782
10006992,"Suite 609, 10134 100 STREET NW Edmonton, AB",DOWNTOWN,O-day'min Ward,148500,N,53.54197355,-113.4908939,4.84,113,1993,51975,96525,2,1,Partially Finished,Townhouse,Residential,32,1314.159292,0.042831858,1782
10006993,"Suite 610, 10134 100 STREET NW Edmonton, AB",DOWNTOWN,O-day'min Ward,211500,N,53.54197355,-113.4908939,4.84,113,1993,74025,137475,2,1,Unfinished,Condominium,Residential,32,1871.681416,0.042831858,2538
10006994,"Suite 611, 10134 100 STREET NW Edmonton, AB",DOWNTOWN,O-day'min Ward,159000,N,53.54197355,-113.4908939,4.84,113,1993,55650,103350,2,1,Unfinished,Condominium,Residential,32,1407.079646,0.042831858,1908
10006995,"Suite 701, 10134 100 STREET NW Edmonton, AB",DOWNTOWN,O-day'min Ward,138500,N,53.54197355,-113.4908939,4.84,113,1993,48475,90025,2,1,Unfinished,Condominium,Residential,32,1225.663717,0.042831858,1662
10006996,"Suite 702, 10134 100 STREET NW Edmonton, AB",DOWNTOWN,O-day'min Ward,161500,N,53.54197355,-113.4908939,4.84,113,1993,56525,104975,2,1,None,Condominium,Owner Occupied,32,1429.20354,0.042831858,1938
10006997,"Suite 703, 10134 100 STREET NW Edmonton, AB",DOWNTOWN,O-day'min Ward,152500,N,53.54197355,-113.4908939,4.84,113,1993,53375,99125,2,1,Partially Finished,Row Housing,Residential,32,1349.557522,0.042831858,1830
10006998,"Suite 704, 10134 100 STREET NW Edmonton, AB",DOWNTOWN,O-day'min Ward,158000,N,53.54197355,-113.4908939,4.84,113,1993,55300,102700,2,1,Partially Finished,Single Family Home,Rental Property,32,1398.230088,0.042831858,1896
10006999,"Suite 705, 10134 100 STREET NW Edmonton, AB",DOWNTOWN,O-day'min Ward,144500,N,53.54197355,-113.4908939,4.84,113,1993,50575,93925,2,1,Partially Finished,Condominium,Residential,32,1278.761062,0.042831858,1734
10007000,"Suite 706, 10134 100 STREET NW Edmonton, AB",DOWNTOWN,O-day'min Ward,155500,N,53.54197355,-113.4908939,4.84,113,1993,54425,101075,2,1,None,Condominium,Residential,32,1376.106195,0.042831858,1866
10007001,"Suite 707, 10134 100 STREET NW Edmonton, AB",DOWNTOWN,O-day'min Ward,165500,N,53.54197355,-113.4908939,4.84,113,1993,57925,107575,2,1,Partially Finished,Condominium,Owner Occupied,32,1464.60177,0.042831858,1986
10007002,"Suite 708, 10134 100 STREET NW Edmonton, AB",DOWNTOWN,O-day'min Ward,152500,N,53.54197355,-113.4908939,4.84,113,1993,53375,99125,2,1,Partially Finished,Condominium,Residential,32,1349.557522,0.042831858,1830
10007003,"Suite 709, 10134 100 STREET NW Edmonton, AB",DOWNTOWN,O-day'min Ward,151000,N,53.54197355,-113.4908939,4.84,113,1993,52850,98150,2,1,Finished,Condominium,Owner Occupied,32,1336.283186,0.042831858,1812
10007004,"Suite 710, 10134 100 STREET NW Edmonton, AB",DOWNTOWN,O-day'min Ward,210000,N,53.54197355,-113.4908939,4.84,113,1993,73500,136500,2,1,Unfinished,Row Housing,Residential,32,1858.40708,0.042831858,2520
10007005,"Suite 711, 10134 100 STREET NW Edmonton, AB",DOWNTOWN,O-day'min Ward,162500,N,53.54197355,-113.4908939,4.84,113,1993,56875,105625,2,1,Finished,Townhouse,Residential,32,1438.053097,0.042831858,1950
10007006,"Suite 801, 10134 100 STREET NW Edmonton, AB",DOWNTOWN,O-day'min Ward,140000,N,53.54197355,-113.4908939,4.84,113,1993,49000,91000,2,1,None,Single Family Home,Residential,32,1238.938053,0.042831858,1680
10007007,"Suite 802, 10134 100 STREET NW Edmonton, AB",DOWNTOWN,O-day'min Ward,163500,N,53.54197355,-113.4908939,4.84,113,1993,57225,106275,2,1,Unfinished,Condominium,Residential,32,1446.902655,0.042831858,1962
10007008,"Suite 803, 10134 100 STREET NW Edmonton, AB",DOWNTOWN,O-day'min Ward,163500,N,53.54197355,-113.4908939,4.84,113,1993,57225,106275,2,1,Unfinished,Row Housing,Residential,32,1446.902655,0.042831858,1962
10007009,"Suite 804, 10134 100 STREET NW Edmonton, AB",DOWNTOWN,O-day'min Ward,139000,N,53.54197355,-113.4908939,4.84,113,1993,48650,90350,2,1,Partially Finished,Duplex,Residential,32,1230.088496,0.042831858,1668
10007010,"Suite 805, 10134 100 STREET NW Edmonton, AB",DOWNTOWN,O-day'min Ward,149500,N,53.54197355,-113.4908939,4.84,113,1993,52325,97175,2,1,Unfinished,Condominium,Residential,32,1323.00885,0.042831858,1794
10007011,"Suite 806, 10134 100 STREET NW Edmonton, AB",DOWNTOWN,O-day'min Ward,178500,N,53.54197355,-113.4908939,4.84,113,1993,62475,116025,2,1,Partially Finished,Condominium,Residential,32,1579.646018,0.042831858,2142
10007012,"Suite 807, 10134 100 STREET NW Edmonton, AB",DOWNTOWN,O-day'min Ward,168500,N,53.54197355,-113.4908939,4.84,113,1993,58975,109525,2,1,Partially Finished,Condominium,Residential,32,1491.150442,0.042831858,2022
10007013,"Suite 808, 10134 100 STREET NW Edmonton, AB",DOWNTOWN,O-day'min Ward,155000,N,53.54197355,-113.4908939,4.84,113,1993,54250,100750,2,1,Partially Finished,Condominium,Residential,32,1371.681416,0.042831858,1860
10007014,"Suite 809, 10134 100 STREET NW Edmonton, AB",DOWNTOWN,O-day'min Ward,151000,N,53.54197355,-113.4908939,4.84,113,1993,52850,98150,2,1,Finished,Condominium,Rental Property,32,1336.283186,0.042831858,1812
10007015,"Suite 810, 10134 100 STREET NW Edmonton, AB",DOWNTOWN,O-day'min Ward,212500,N,53.54197355,-113.4908939,4.84,113,1993,74375,138125,2,1,Partially Finished,Townhouse,Residential,32,1880.530973,0.042831858,2550
10007016,"Suite 811, 10134 100 STREET NW Edmonton, AB",DOWNTOWN,O-day'min Ward,164500,N,53.54197355,-113.4908939,4.84,113,1993,57575,106925,2,1,Unfinished,Condominium,Residential,32,1455.752212,0.042831858,1974
10007017,"Suite 901, 10134 100 STREET NW Edmonton, AB",DOWNTOWN,O-day'min Ward,145000,N,53.54197355,-113.4908939,4.84,113,1993,50750,94250,2,1,Unfinished,Duplex,Residential,32,1283.185841,0.042831858,1740
10007018,"Suite 902, 10134 100 STREET NW Edmonton, AB",DOWNTOWN,O-day'min Ward,169500,N,53.54197355,-113.4908939,4.84,113,1993,59325,110175,2,1,Partially Finished,Condominium,Residential,32,1500,0.042831858,2034
10007019,"Suite 903, 10134 100 STREET NW Edmonton, AB",DOWNTOWN,O-day'min Ward,166500,N,53.54197355,-113.4908939,4.84,113,1993,58275,108225,2,1,Unfinished,Single Family Home,Residential,32,1473.451327,0.042831858,1998
10007020,"Suite 904, 10134 100 STREET NW Edmonton, AB",DOWNTOWN,O-day'min Ward,138500,N,53.54197355,-113.4908939,4.84,113,1993,48475,90025,2,1,Unfinished,Condominium,Residential,32,1225.663717,0.042831858,1662
10007021,"Suite 905, 10134 100 STREET NW Edmonton, AB",DOWNTOWN,O-day'min Ward,153000,N,53.54197355,-113.4908939,4.84,113,1993,53550,99450,2,1,Unfinished,Duplex,Residential,32,1353.982301,0.042831858,1836
10007022,"Suite 906, 10134 100 STREET NW Edmonton, AB",DOWNTOWN,O-day'min Ward,160000,N,53.54197355,-113.4908939,4.84,113,1993,56000,104000,2,1,None,Condominium,Residential,32,1415.929204,0.042831858,1920
10007023,"Suite 907, 10134 100 STREET NW Edmonton, AB",DOWNTOWN,O-day'min Ward,171500,N,53.54197355,-113.4908939,4.84,113,1993,60025,111475,2,1,None,Row Housing,Rental Property,32,1517.699115,0.042831858,2058
10007024,"Suite 908, 10134 100 STREET NW Edmonton, AB",DOWNTOWN,O-day'min Ward,154000,N,53.54197355,-113.4908939,4.84,113,1993,53900,100100,2,1,Partially Finished,Row Housing,Owner Occupied,32,1362.831858,0.042831858,1848
10007025,"Suite 909, 10134 100 STREET NW Edmonton, AB",DOWNTOWN,O-day'min Ward,157000,N,53.54197355,-113.4908939,4.84,113,1993,54950,102050,2,1,Unfinished,Single Family Home,Residential,32,1389.380531,0.042831858,1884
10007026,"Suite 910, 10134 100 STREET NW Edmonton, AB",DOWNTOWN,O-day'min Ward,251000,N,53.54197355,-113.4908939,4.84,113,1993,87850,163150,3,1.5,Finished,Duplex,Owner Occupied,32,2221.238938,0.042831858,3012
10007027,"Suite 911, 10134 100 STREET NW Edmonton, AB",DOWNTOWN,O-day'min Ward,167500,N,53.54197355,-113.4908939,4.84,113,1993,58625,108875,2,1,Unfinished,Condominium,Residential,32,1482.300885,0.042831858,2010
10007029,"Suite 2, 10134 100 STREET NW Edmonton, AB",DOWNTOWN,O-day'min Ward,6000,N,53.54197355,-113.4908939,4.84,113,1993,2100,3900,2,1,Finished,Duplex,Residential,32,53.09734513,0.042831858,72
10007030,"Suite 3, 10134 100 STREET NW Edmonton, AB",DOWNTOWN,O-day'min Ward,10000,N,53.54197355,-113.4908939,4.84,113,1993,3500,6500,2,1,Partially Finished,Condominium,Rental Property,32,88.49557522,0.042831858,120
10007031,"Suite 4, 10134 100 STREET NW Edmonton, AB",DOWNTOWN,O-day'min Ward,8500,N,53.54197355,-113.4908939,4.84,113,1993,2975,5525,2,1,Partially Finished,Row Housing,Owner Occupied,32,75.22123894,0.042831858,102
10007032,"Suite 5, 10134 100 STREET NW Edmonton, AB",DOWNTOWN,O-day'min Ward,4500,N,53.54197355,-113.4908939,4.84,113,1993,1575,2925,2,1,Partially Finished,Duplex,Residential,32,39.82300885,0.042831858,54
10007033,"Suite 6, 10134 100 STREET NW Edmonton, AB",DOWNTOWN,O-day'min Ward,6000,N,53.54197355,-113.4908939,4.84,113,1993,2100,3900,2,1,None,Condominium,Residential,32,53.09734513,0.042831858,72
10007048,"Suite 101, 10719 80 AVENUE SW Edmonton, AB",QUEEN ALEXANDRA,papastew Ward,213500,N,53.51587619,-113.5072298,69.915,78,2003,74725,138775,2,1,Unfinished,Condominium,Residential,22,2737.179487,0.896346154,2562
10007049,"Suite 102, 10719 80 AVENUE NW Edmonton, AB",QUEEN ALEXANDRA,papastew Ward,220500,N,53.51587619,-113.5072298,64.493,72,2003,77175,143325,2,1,Partially Finished,Condominium,Residential,22,3062.5,0.895736111,2646
10007050,"Suite 104, 10719 80 AVENUE NW Edmonton, AB",QUEEN ALEXANDRA,papastew Ward,174500,N,53.51587619,-113.5072298,64.493,72,2003,61075,113425,2,1,Finished,Townhouse,Residential,22,2423.611111,0.895736111,2094
10007051,"Suite 103, 10719 80 AVENUE NW Edmonton, AB",QUEEN ALEXANDRA,papastew Ward,209500,N,53.51587619,-113.5072298,64.493,72,2003,73325,136175,2,1,None,Condominium,Residential,22,2909.722222,0.895736111,2514
10007052,"Suite 201, 10719 80 AVENUE NW Edmonton, AB",QUEEN ALEXANDRA,papastew Ward,216000,N,53.51587619,-113.5072298,64.493,72,2003,75600,140400,2,1,Partially Finished,Duplex,Residential,22,3000,0.895736111,2592
10007053,"Suite 202, 10719 80 AVENUE NW Edmonton, AB",QUEEN ALEXANDRA,papastew Ward,220000,N,53.51587619,-113.5072298,64.493,72,2003,77000,143000,2,1,Partially Finished,Condominium,Rental Property,22,3055.555556,0.895736111,2640
10007054,"Suite 204, 10719 80 AVENUE NW Edmonton, AB",QUEEN ALEXANDRA,papastew Ward,212500,N,53.51587619,-113.5072298,64.493,72,2003,74375,138125,2,1,Partially Finished,Single Family Home,Rental Property,22,2951.388889,0.895736111,2550
10007055,"Suite 203, 10719 80 AVENUE NW Edmonton, AB",QUEEN ALEXANDRA,papastew Ward,206500,N,53.51587619,-113.5072298,64.493,72,2003,72275,134225,2,1,Unfinished,Duplex,Owner Occupied,22,2868.055556,0.895736111,2478
10007056,"Suite 301, 10719 80 AVENUE NW Edmonton, AB",QUEEN ALEXANDRA,papastew Ward,220000,N,53.51587619,-113.5072298,64.493,72,2003,77000,143000,2,1,Partially Finished,Condominium,Owner Occupied,22,3055.555556,0.895736111,2640
10007057,"Suite 302, 10719 80 AVENUE NW Edmonton, AB",QUEEN ALEXANDRA,papastew Ward,222000,N,53.51587619,-113.5072298,64.493,72,2003,77700,144300,2,1,Partially Finished,Single Family Home,Owner Occupied,22,3083.333333,0.895736111,2664
10007058,"Suite 304, 10719 80 AVENUE NW Edmonton, AB",QUEEN ALEXANDRA,papastew Ward,216000,N,53.51587619,-113.5072298,64.493,72,2003,75600,140400,2,1,Unfinished,Condominium,Residential,22,3000,0.895736111,2592
10007059,"Suite 303, 10719 80 AVENUE NW Edmonton, AB",QUEEN ALEXANDRA,papastew Ward,210500,N,53.51587619,-113.5072298,64.493,72,2003,73675,136825,2,1,None,Townhouse,Rental Property,22,2923.611111,0.895736111,2526
10007063,"6324 162B AVENUE NW Edmonton, AB",MATT BERRY,Dene Ward,455500,Y,53.62453079,-113.4390356,511.795,118,2004,159425,296075,4,2.5,Finished,Duplex,Residential,21,3860.169492,4.337245763,5466
10007064,"6320 162B AVENUE NW Edmonton, AB",MATT BERRY,Dene Ward,486500,Y,53.62456969,-113.4388198,439.708,135.1,2004,170275,316225,4,2.5,Partially Finished,Townhouse,Residential,21,3601.036269,3.254685418,5838
10007065,"6316 162B AVENUE NW Edmonton, AB",MATT BERRY,Dene Ward,459000,Y,53.62462519,-113.4386465,454.192,136.2,2004,160650,298350,4,2.5,Finished,Single Family Home,Residential,21,3370.044053,3.334743025,5508
10007066,"6312 162B AVENUE NW Edmonton, AB",MATT BERRY,Dene Ward,465000,Y,53.62467485,-113.4384675,445.607,129.5,2004,162750,302250,4,2.5,Partially Finished,Duplex,Residential,21,3590.733591,3.440980695,5580
10007067,"6308 162B AVENUE NW Edmonton, AB",MATT BERRY,Dene Ward,480500,Y,53.62472988,-113.4382973,479.39,128.7,2003,168175,312325,4,2.5,Partially Finished,Single Family Home,Residential,22,3733.488733,3.724864025,5766
10007068,"6304 162B AVENUE NW Edmonton, AB",MATT BERRY,Dene Ward,520500,Y,53.62478228,-113.4380995,493.846,147.3,2004,182175,338325,4,2.5,Partially Finished,Single Family Home,Residential,21,3533.604888,3.352654447,6246
10007069,"6515 163 AVENUE NW Edmonton, AB",MATT BERRY,Dene Ward,450500,Y,53.62387901,-113.4424464,451.792,126.5,2004,157675,292825,4,2.5,Finished,Single Family Home,Residential,21,3561.264822,3.571478261,5406
10007070,"6511 163 AVENUE NW Edmonton, AB",MATT BERRY,Dene Ward,426500,Y,53.62387945,-113.4422469,428.275,114.9,2003,149275,277225,4,2,Finished,Single Family Home,Residential,22,3711.923412,3.727371628,5118
10007071,"6507 163 AVENUE NW Edmonton, AB",MATT BERRY,Dene Ward,487000,Y,53.62387981,-113.4420538,440.101,167.1,2003,170450,316550,4,2.5,Unfinished,Single Family Home,Rental Property,22,2914.422501,2.633758229,5844
10007072,"6503 163 AVENUE NW Edmonton, AB",MATT BERRY,Dene Ward,440500,Y,53.62386977,-113.4418585,447.737,118.5,2004,154175,286325,4,2,Partially Finished,Single Family Home,Residential,21,3717.299578,3.778371308,5286
10007073,"6451 163 AVENUE NW Edmonton, AB",MATT BERRY,Dene Ward,470000,Y,53.62385414,-113.4416623,449.678,144.5,2003,164500,305500,4,2.5,Partially Finished,Single Family Home,Investment Property,22,3252.595156,3.111958478,5640
10007074,"6447 163 AVENUE NW Edmonton, AB",MATT BERRY,Dene Ward,480000,Y,53.62383092,-113.4414665,441.026,198.6,2003,168000,312000,4,2.5,Finished,Townhouse,Residential,22,2416.918429,2.220674723,5760
10007075,"6443 163 AVENUE NW Edmonton, AB",MATT BERRY,Dene Ward,511000,Y,53.62382046,-113.4412707,434.065,201.8,2003,178850,332150,4,2.5,Partially Finished,Single Family Home,Residential,22,2532.210109,2.150966303,6132
10007076,"6439 163 AVENUE NW Edmonton, AB",MATT BERRY,Dene Ward,511500,Y,53.62382402,-113.4410453,485.427,167,2003,179025,332475,4,2.5,None,Single Family Home,Residential,22,3062.874251,2.906748503,6138
10007077,"6435 163 AVENUE NW Edmonton, AB",MATT BERRY,Dene Ward,499000,Y,53.62383772,-113.4408322,482.957,155.3,2004,174650,324350,4,2.5,Partially Finished,Single Family Home,Residential,21,3213.135866,3.109832582,5988
10007078,"6431 163 AVENUE NW Edmonton, AB",MATT BERRY,Dene Ward,538000,Y,53.62387568,-113.4406191,483.293,234.6,2003,188300,349700,4,2.5,Unfinished,Single Family Home,Residential,22,2293.265132,2.060072464,6456
10007079,"6427 163 AVENUE NW Edmonton, AB",MATT BERRY,Dene Ward,485000,Y,53.62391839,-113.4404279,453.5,144.5,2003,169750,315250,4,2.5,Finished,Condominium,Owner Occupied,22,3356.401384,3.138408304,5820
10007080,"6423 163 AVENUE NW Edmonton, AB",MATT BERRY,Dene Ward,507500,Y,53.62397917,-113.4402356,465.839,203.4,2003,177625,329875,4,2.5,None,Duplex,Residential,22,2495.083579,2.29026057,6090
10007081,"6419 163 AVENUE NW Edmonton, AB",MATT BERRY,Dene Ward,483000,Y,53.62405438,-113.4400944,434.592,144.5,2003,169050,313950,4,2.5,Partially Finished,Single Family Home,Residential,22,3342.560554,3.007557093,5796
10007082,"6415 163 AVENUE NW Edmonton, AB",MATT BERRY,Dene Ward,484500,Y,53.62413503,-113.4399457,435.801,170,2005,169575,314925,4,2.5,Partially Finished,Duplex,Owner Occupied,20,2850,2.563535294,5814
10007083,"6411 163 AVENUE NW Edmonton, AB",MATT BERRY,Dene Ward,472000,Y,53.62421161,-113.4398019,441.849,149.3,2004,165200,306800,4,2.5,None,Single Family Home,Owner Occupied,21,3161.41996,2.959470864,5664
10007084,"6407 163 AVENUE NW Edmonton, AB",MATT BERRY,Dene Ward,499500,Y,53.62428687,-113.4396529,441.309,159.4,2004,174825,324675,4,2.5,Finished,Condominium,Residential,21,3133.626098,2.768563363,5994
10007085,"6403 163 AVENUE NW Edmonton, AB",MATT BERRY,Dene Ward,588500,Y,53.62434919,-113.4394949,474.66,257,2003,205975,382525,4,2.5,Unfinished,Townhouse,Residential,22,2289.883268,1.84692607,7062
10007086,"16224 64 STREET NW Edmonton, AB",MATT BERRY,Dene Ward,528500,Y,53.62369129,-113.4387809,454.285,165.2,2004,184975,343525,4,2.5,Unfinished,Single Family Home,Residential,21,3199.152542,2.749909201,6342
10007087,"16220 64 STREET NW Edmonton, AB",MATT BERRY,Dene Ward,522500,Y,53.62359736,-113.4386665,454.383,144.4,2004,182875,339625,4,2.5,Partially Finished,Duplex,Residential,21,3618.421053,3.146696676,6270
10007088,"16216 64 STREET NW Edmonton, AB",MATT BERRY,Dene Ward,453500,Y,53.62349382,-113.4385714,420.131,142.1,2004,158725,294775,4,2.5,Finished,Single Family Home,Residential,21,3191.414497,2.956586911,5442
10007089,"16212 64 STREET NW Edmonton, AB",MATT BERRY,Dene Ward,467500,Y,53.62340007,-113.4384765,417.422,141.9,2004,163625,303875,4,2.5,Finished,Condominium,Residential,21,3294.573643,2.941663143,5610
10007090,"16208 64 STREET NW Edmonton, AB",MATT BERRY,Dene Ward,483000,Y,53.6233048,-113.438382,415.783,141.9,2004,169050,313950,4,2.5,Partially Finished,Duplex,Residential,21,3403.805497,2.930112755,5796
10007091,"16204 64 STREET NW Edmonton, AB",MATT BERRY,Dene Ward,464000,Y,53.62320319,-113.4383078,448.15,137.9,2004,162400,301600,4,2.5,Partially Finished,Single Family Home,Residential,21,3364.75707,3.249818709,5568
10007092,"16304 65 STREET NW Edmonton, AB",MATT BERRY,Dene Ward,530500,Y,53.62427675,-113.4423568,456.294,233.7,2003,185675,344825,4,2.5,Finished,Condominium,Residential,22,2270.004279,1.952477535,6366
10007093,"16308 65 STREET NW Edmonton, AB",MATT BERRY,Dene Ward,441000,Y,53.62439986,-113.4423574,440.185,117.8,2003,154350,286650,4,2,Finished,Duplex,Residential,22,3743.633277,3.736714771,5292
10007094,"16312 65 STREET NW Edmonton, AB",MATT BERRY,Dene Ward,447500,Y,53.62451618,-113.4423582,440.173,118.5,2004,156625,290875,4,2,Finished,Single Family Home,Residential,21,3776.371308,3.714540084,5370
10007095,"16316 65 STREET NW Edmonton, AB",MATT BERRY,Dene Ward,486500,Y,53.62463251,-113.4423589,440.159,150.2,2003,170275,316225,4,2.5,Partially Finished,Condominium,Owner Occupied,22,3239.014647,2.930486019,5838
10007096,"16320 65 STREET NW Edmonton, AB",MATT BERRY,Dene Ward,475000,Y,53.62474882,-113.4423596,435.757,161.7,2003,166250,308750,4,2.5,Partially Finished,Single Family Home,Residential,22,2937.538652,2.694848485,5700
10007097,"16324 65 STREET NW Edmonton, AB",MATT BERRY,Dene Ward,474000,Y,53.62489699,-113.4423723,471.296,153.4,2004,165900,308100,4,2.5,Unfinished,Single Family Home,Residential,21,3089.960887,3.072333768,5688
10007098,"16328 65 STREET NW Edmonton, AB",MATT BERRY,Dene Ward,557500,Y,53.62507649,-113.4423436,728.967,228.8,2006,195125,362375,4,2.5,Partially Finished,Single Family Home,Residential,19,2436.625874,3.18604458,6690
10007099,"16332 65 STREET NW Edmonton, AB",MATT BERRY,Dene Ward,512000,Y,53.62510403,-113.4422738,658.419,166,2003,179200,332800,4,2.5,Finished,Single Family Home,Residential,22,3084.337349,3.966379518,6144
10007100,"16336 65 STREET NW Edmonton, AB",MATT BERRY,Dene Ward,494500,Y,53.62511607,-113.4419616,469.302,153.4,2004,173075,321425,4,2.5,Partially Finished,Townhouse,Residential,21,3223.598435,3.059335072,5934
10007101,"16340 65 STREET NW Edmonton, AB",MATT BERRY,Dene Ward,453500,Y,53.62510953,-113.4417179,436.494,121.1,2003,158725,294775,4,2.5,Partially Finished,Single Family Home,Residential,22,3744.838976,3.604409579,5442
10007102,"16344 65 STREET NW Edmonton, AB",MATT BERRY,Dene Ward,457000,Y,53.6251094,-113.4415223,439.609,115.4,2005,159950,297050,4,2.5,Unfinished,Single Family Home,Rental Property,20,3960.138648,3.809436742,5484
10007103,"16348 65 STREET NW Edmonton, AB",MATT BERRY,Dene Ward,453000,Y,53.62511051,-113.4413266,410.097,151.6,2003,158550,294450,4,2.5,Finished,Townhouse,Residential,22,2988.126649,2.70512533,5436
10007104,"16352 65 STREET NW Edmonton, AB",MATT BERRY,Dene Ward,517500,Y,53.62511556,-113.4410271,535.699,163.6,2003,181125,336375,4,2.5,Finished,Single Family Home,Owner Occupied,22,3163.202934,3.274443765,6210
10007105,"16356 65 STREET NW Edmonton, AB",MATT BERRY,Dene Ward,527500,Y,53.62509078,-113.4408599,686.702,166.6,2006,184625,342875,4,2.5,Finished,Single Family Home,Residential,19,3166.266507,4.121860744,6330
10007106,"16360 65 STREET NW Edmonton, AB",MATT BERRY,Dene Ward,511500,Y,53.6249583,-113.4407704,555.027,167.5,2003,179025,332475,4,2.5,Partially Finished,Condominium,Residential,22,3053.731343,3.31359403,6138
10007107,"16359 65 STREET NW Edmonton, AB",MATT BERRY,Dene Ward,564000,Y,53.62474174,-113.4407408,636.559,167,2003,197400,366600,4,2.5,None,Single Family Home,Residential,22,3377.245509,3.811730539,6768
10007108,"16355 65 STREET NW Edmonton, AB",MATT BERRY,Dene Ward,578000,Y,53.62463593,-113.4408708,510.753,263.5,2004,202300,375700,4,2.5,Partially Finished,Single Family Home,Residential,21,2193.548387,1.938341556,6936
10007109,"16351 65 STREET NW Edmonton, AB",MATT BERRY,Dene Ward,435500,Y,53.62458845,-113.4410624,496.084,118.7,2003,152425,283075,4,2,Unfinished,Duplex,Rental Property,22,3668.913227,4.179309183,5226
10007110,"16347 65 STREET NW Edmonton, AB",MATT BERRY,Dene Ward,420000,Y,53.62460551,-113.4413326,417.288,118.7,2003,147000,273000,4,2,Unfinished,Single Family Home,Residential,22,3538.331929,3.515484414,5040
10007111,"16343 65 STREET NW Edmonton, AB",MATT BERRY,Dene Ward,506000,Y,53.62462899,-113.4415285,463.879,198,2003,177100,328900,4,2.5,Partially Finished,Single Family Home,Residential,22,2555.555556,2.342823232,6072
10007112,"16339 65 STREET NW Edmonton, AB",MATT BERRY,Dene Ward,473000,Y,53.62464827,-113.4417357,449.89,144.4,2003,165550,307450,4,2.5,Partially Finished,Single Family Home,Owner Occupied,22,3275.623269,3.115581717,5676
10007113,"6442 163 AVENUE NW Edmonton, AB",MATT BERRY,Dene Ward,434000,Y,53.62436198,-113.441734,488.459,117.4,2003,151900,282100,4,2,Unfinished,Single Family Home,Residential,22,3696.763203,4.160638842,5208
10007114,"6438 163 AVENUE NW Edmonton, AB",MATT BERRY,Dene Ward,470500,Y,53.62432655,-113.4415266,430.423,144.2,2005,164675,305825,4,2.5,Partially Finished,Single Family Home,Residential,20,3262.829404,2.984902913,5646
10007115,"6434 163 AVENUE NW Edmonton, AB",MATT BERRY,Dene Ward,468500,Y,53.62430109,-113.4413303,423.357,144.5,2003,163975,304525,4,2.5,Partially Finished,Condominium,Investment Property,22,3242.214533,2.929806228,5622
10007116,"6430 163 AVENUE NW Edmonton, AB",MATT BERRY,Dene Ward,461500,Y,53.62429646,-113.4410998,471.01,130,2003,161525,299975,4,2.5,Finished,Duplex,Residential,22,3550,3.623153846,5538
10007117,"6426 163 AVENUE NW Edmonton, AB",MATT BERRY,Dene Ward,601500,Y,53.624318,-113.4408732,482.183,226.5,2006,210525,390975,5,3,Fully Finished,Single Family Home,Residential,19,2655.629139,2.128843267,7218
